total_rows,included_rows,excluded_rows,missing_EI_rows,non_positive_EI_rows,missing_EI_next_rows,non_positive_EI_next_rows,missing_green_capability_rows,missing_g_network_rows,missing_general_complexity_rows,first_year,last_year,number_of_nodes,number_of_sectors,notes
108130,36035,72095,4915,6707,4915,6372,44225,0,69104,1995,2016,4915,27,input_panel=data\abm_v3\inputs\abm_v3_historical_panel_1995_2016_transpose_row_fd_without_inventory.parquet; green_capability_source=green_capability; general_complexity_source=general_complexity; g_network_source=existing_column
