Year,mode,input_panel_orientation,capacity_source,round,received_demand_total,desired_output_total,realized_output_total,unmet_capacity_total,capacity_penalty_total,supplier_demand_total,absolute_supplier_demand_total,residual_share,mean_capacity_stress,median_capacity_stress,share_capacity_binding,share_capacity_missing,converged
2016,transpose_row_output_fd_without_inventory,transpose_row_fd_without_inventory,input_panel:transpose_row_fd_without_inventory:K:data\abm_v3\inputs\abm_v3_historical_panel_1995_2016_transpose_row_fd_without_inventory.parquet,0,73150945538.90271,73150945538.90271,73150945538.90271,0.0,0.0,25582409681.09501,25582409681.09501,0.34972083399099635,1.0,1.0,0.0,0.0,False
2016,transpose_row_output_fd_without_inventory,transpose_row_fd_without_inventory,input_panel:transpose_row_fd_without_inventory:K:data\abm_v3\inputs\abm_v3_historical_panel_1995_2016_transpose_row_fd_without_inventory.parquet,1,25582409681.09501,25582409681.09501,25536365313.922867,46044367.17214288,46044367.17214288,12974455697.643976,12974455697.643976,0.17736552278389864,0.9928759706244646,1.0,0.013224821973550356,0.0,False
2016,transpose_row_output_fd_without_inventory,transpose_row_fd_without_inventory,input_panel:transpose_row_fd_without_inventory:K:data\abm_v3\inputs\abm_v3_historical_panel_1995_2016_transpose_row_fd_without_inventory.parquet,2,12974455697.643976,12974455697.643976,12953628121.100891,20827576.543082856,20827576.543082856,7100710421.920857,7100710421.920857,0.09706929103390194,0.9931549944595621,1.0,0.01017293997965412,0.0,False
2016,transpose_row_output_fd_without_inventory,transpose_row_fd_without_inventory,input_panel:transpose_row_fd_without_inventory:K:data\abm_v3\inputs\abm_v3_historical_panel_1995_2016_transpose_row_fd_without_inventory.parquet,3,7100710421.920857,7100710421.920857,7090201367.568708,10509054.35214951,10509054.35214951,4031681962.1541076,4031681962.1541076,0.05511455706351741,0.9944424686645361,1.0,0.008952187182095625,0.0,False
2016,transpose_row_output_fd_without_inventory,transpose_row_fd_without_inventory,input_panel:transpose_row_fd_without_inventory:K:data\abm_v3\inputs\abm_v3_historical_panel_1995_2016_transpose_row_fd_without_inventory.parquet,4,4031681962.1541076,4031681962.1541076,4025976023.7161765,5705938.437931223,5705938.437931223,2340230333.3706946,2340230333.3706946,0.031991798822697745,0.9954104584496485,1.0,0.007121057985757884,0.0,False
2016,transpose_row_output_fd_without_inventory,transpose_row_fd_without_inventory,input_panel:transpose_row_fd_without_inventory:K:data\abm_v3\inputs\abm_v3_historical_panel_1995_2016_transpose_row_fd_without_inventory.parquet,5,2340230333.3706946,2340230333.3706946,2337058766.3242226,3171567.046471937,3171567.046471937,1379699830.0691738,1379699830.0691738,0.01886099789831739,0.9960645049244016,1.0,0.006103763987792472,0.0,False
2016,transpose_row_output_fd_without_inventory,transpose_row_fd_without_inventory,input_panel:transpose_row_fd_without_inventory:K:data\abm_v3\inputs\abm_v3_historical_panel_1995_2016_transpose_row_fd_without_inventory.parquet,6,1379699830.0691738,1379699830.0691738,1377920931.6276321,1778898.441541844,1778898.441541844,823340427.1771257,823340427.1771257,0.011255362744959484,0.99669974763529,1.0,0.006103763987792472,0.0,False
2016,transpose_row_output_fd_without_inventory,transpose_row_fd_without_inventory,input_panel:transpose_row_fd_without_inventory:K:data\abm_v3\inputs\abm_v3_historical_panel_1995_2016_transpose_row_fd_without_inventory.parquet,7,823340427.1771257,823340427.1771257,822338796.1939886,1001630.9831370539,1001630.9831370539,496366452.5940008,496366452.5940008,0.006785509728374271,0.997416841987292,1.0,0.00590030518819939,0.0,False
2016,transpose_row_output_fd_without_inventory,transpose_row_fd_without_inventory,input_panel:transpose_row_fd_without_inventory:K:data\abm_v3\inputs\abm_v3_historical_panel_1995_2016_transpose_row_fd_without_inventory.parquet,8,496366452.5940008,496366452.5940008,495802836.4308076,563616.1631932488,563616.1631932488,302010662.9461498,302010662.9461498,0.004128595477765031,0.9982698480055535,1.0,0.00590030518819939,0.0,False
2016,transpose_row_output_fd_without_inventory,transpose_row_fd_without_inventory,input_panel:transpose_row_fd_without_inventory:K:data\abm_v3\inputs\abm_v3_historical_panel_1995_2016_transpose_row_fd_without_inventory.parquet,9,302010662.9461498,302010662.9461498,301694822.3761985,315840.56995131203,315840.56995131203,185406477.52871752,185406477.52871752,0.0025345739028091677,0.9992319938465799,1.0,0.005696846388606307,0.0,False
